order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
6002-1,7/30/2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Home Office,2,High,100,Small Box,Express Air,7/31/2015,2.29,3.69,48,177.12,0.1,17.71,177.02,0.5,177.52
6003-1,7/30/2015,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,6,Medium,132,Small Box,Express Air,7/31/2015,14.7,29.99,27,809.73,0.05,40.49,809.68,5.5,815.18
6005-1,8/1/2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,1,Critical,91,Small Box,Regular Air,8/3/2015,42.11,80.98,22,1781.56,0.1,178.16,1781.46,7.18,1788.64
6006-1,8/2/2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,12,Not Specified,72,Large Box,Regular Air,8/4/2015,216,449.99,29,13049.71,0,0,13049.71,24.49,13074.2
6007-1,8/2/2015,Tracy Collins,"Crown Complex,Southbank",Melbourne,VIC,Consumer,8,Not Specified,48,Small Box,Regular Air,8/4/2015,12.39,19.98,44,879.12,0.07,61.54,879.05,5.77,884.82
6009-1,8/3/2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,10,Low,62,Small Box,Regular Air,8/8/2015,1.33,2.08,20,41.6,0.1,4.16,41.5,1.49,42.99
6011-1,8/7/2015,Astrea Jones,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Critical,114,Wrap Bag,Regular Air,8/8/2015,2.59,3.98,16,63.68,0.09,5.73,63.59,2.97,66.56
6012-1,8/8/2015,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,9,High,11,Small Box,Express Air,8/9/2015,5.33,8.6,15,129,0.04,5.16,128.96,6.19,135.15
6014-1,8/10/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,Not Specified,127,Small Box,Regular Air,8/11/2015,2.76,4.38,24,105.12,0.02,2.1,105.1,6.21,111.31
6014-2,8/10/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,Not Specified,110,Small Pack,Regular Air,8/13/2015,4.1,9.31,30,279.3,0.03,8.38,279.27,3.98,283.25
6017-1,8/11/2015,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,High,113,Large Box,Regular Air,8/12/2015,377.99,599.99,46,27599.54,0.07,1931.97,27599.47,24.49,27623.96
6019-1,8/11/2015,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,High,103,Wrap Bag,Regular Air,8/14/2015,1.76,2.94,39,114.66,0.04,4.59,114.62,0.81,115.43
6021-1,8/11/2015,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,12,High,30,Small Box,Express Air,8/12/2015,10.07,15.98,7,111.86,0.04,4.47,111.82,4,115.82
6023-1,8/12/2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,7,Not Specified,73,Small Box,Regular Air,8/15/2015,6.51,30.98,8,247.84,0.06,14.87,247.78,6.5,254.28
6025-1,8/14/2015,Nona Balk,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,8,Medium,40,Wrap Bag,Regular Air,8/16/2015,3.75,7.08,48,339.84,0.03,10.2,339.81,2.35,342.16
6027-1,8/15/2015,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,3,High,84,Small Box,Express Air,8/17/2015,3.5,5.74,32,183.68,0.08,14.69,183.6,5.01,188.61
6029-1,8/21/2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,12,Not Specified,87,Small Box,Regular Air,8/23/2015,2.18,3.52,38,133.76,0.09,12.04,133.67,6.83,140.5
6030-1,8/22/2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,10,Low,30,Small Box,Regular Air,8/27/2015,10.07,15.98,6,95.88,0.1,9.59,95.78,4,99.78
6032-1,8/23/2015,Fred McMath,"10 Bligh St,Melbourne",Melbourne,VIC,Small Business,9,Low,144,Small Box,Express Air,8/30/2015,3.53,8.62,8,68.96,0,0,68.96,4.5,73.46
6034-1,8/24/2015,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,8,High,126,Small Box,Express Air,8/25/2015,84.22,210.55,2,421.1,0.05,21.06,421.05,9.99,431.04
6036-1,8/24/2015,Eleni McCrary,"79 Elliott St,Balmain",Sydney,NSW,Corporate,7,Low,128,Wrap Bag,Regular Air,8/28/2015,1.09,1.82,42,76.44,0.08,6.12,76.36,1,77.36
6037-1,8/24/2015,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,5,Critical,99,Small Pack,Regular Air,8/26/2015,16.8,40.97,28,1147.16,0.04,45.89,1147.12,8.99,1156.11
6038-1,8/26/2015,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Medium,120,Small Box,Regular Air,8/28/2015,52.04,83.93,3,251.79,0,0,251.79,19.99,271.78
6039-1,8/26/2015,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,2,Not Specified,100,Small Box,Regular Air,8/27/2015,2.29,3.69,39,143.91,0.03,4.32,143.88,0.5,144.38
6041-1,8/27/2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Corporate,2,High,89,Small Pack,Express Air,8/28/2015,5.19,12.98,42,545.16,0.05,27.26,545.11,3.14,548.25
6042-1,8/28/2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Critical,77,Small Box,Regular Air,8/30/2015,1.94,3.08,6,18.48,0.02,0.37,18.46,0.99,19.45
6044-1,8/30/2015,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,5,Medium,95,Small Box,Regular Air,9/1/2015,41.28,95.99,26,2495.74,0.02,49.91,2495.72,8.99,2504.71
6046-1,8/31/2015,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Low,58,Small Box,Regular Air,8/31/2015,3.4,5.4,14,75.6,0.02,1.51,75.58,7.78,83.36
6048-1,8/31/2015,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Home Office,9,Critical,75,Small Box,Regular Air,9/1/2015,4.46,10.89,50,544.5,0.09,49.01,544.41,4.5,548.91
6050-1,9/2/2015,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,1,Medium,50,Small Box,Regular Air,9/5/2015,60.59,100.98,9,908.82,0.1,90.88,908.72,7.18,915.9
6052-1,9/2/2015,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,Medium,45,Small Box,Regular Air,9/4/2015,156.5,300.97,20,6019.4,0.05,300.97,6019.35,7.18,6026.53
6054-1,9/3/2015,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,6,Low,75,Small Box,Regular Air,9/7/2015,4.46,10.89,3,32.67,0.08,2.61,32.59,4.5,37.09
6055-1,9/4/2015,Meg Tillman,"531 King St,Newtown",Sydney,NSW,Small Business,3,Medium,44,Small Box,Regular Air,9/7/2015,3.84,6.3,40,252,0.04,10.08,251.96,0.5,252.46
6056-1,9/4/2015,Victor Price,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,Medium,4,Jumbo Drum,Delivery Truck,9/6/2015,75,120.97,46,5564.62,0.07,389.52,5564.55,26.3,5590.85
6057-1,9/6/2015,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Critical,50,Small Box,Regular Air,9/7/2015,60.59,100.98,44,4443.12,0.09,399.88,4443.03,7.18,4450.21
6058-1,9/7/2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,5,High,31,Small Pack,Regular Air,9/9/2015,4.79,11.97,48,574.56,0.02,11.49,574.54,5.81,580.35
6059-1,9/8/2015,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,3,High,60,Wrap Bag,Regular Air,9/10/2015,3.32,5.18,20,103.6,0.06,6.22,103.54,2.04,105.58
6061-1,9/8/2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,8,High,71,Wrap Bag,Regular Air,9/10/2015,0.24,1.26,31,39.06,0.06,2.34,39,0.7,39.7
6063-1,9/10/2015,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,10,Critical,47,Small Box,Express Air,9/11/2015,2.25,3.69,23,84.87,0.02,1.7,84.85,2.5,87.35
6065-1,9/11/2015,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,12,Not Specified,103,Wrap Bag,Express Air,9/11/2015,1.76,2.94,47,138.18,0.04,5.53,138.14,0.81,138.95
6066-1,9/12/2015,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,Not Specified,12,Wrap Bag,Regular Air,9/13/2015,0.87,1.81,6,10.86,0.07,0.76,10.79,0.75,11.54
6067-1,9/15/2015,Ricardo Emerson,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Critical,85,Wrap Bag,Regular Air,9/17/2015,0.93,1.48,1,1.48,0.01,0.01,1.47,0.7,2.17
6068-1,9/16/2015,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,1,Low,104,Small Pack,Express Air,9/21/2015,3.51,8.57,49,419.93,0.01,4.2,419.92,6.14,426.06
6070-1,9/17/2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,5,Not Specified,20,Wrap Bag,Regular Air,9/17/2015,1.82,2.98,3,8.94,0.04,0.36,8.9,1.58,10.48
6071-1,9/25/2015,Denise Leinenbach,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,Not Specified,41,Small Box,Regular Air,9/26/2015,13.64,20.98,10,209.8,0.06,12.59,209.74,1.49,211.23
6072-1,9/25/2015,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,8,Critical,87,Small Box,Regular Air,9/27/2015,2.18,3.52,13,45.76,0.08,3.66,45.68,6.83,52.51
6074-1,9/26/2015,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,High,58,Small Box,Regular Air,9/28/2015,3.4,5.4,10,54,0.04,2.16,53.96,7.78,61.74
6076-1,9/27/2015,Anthony Johnson,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,1,Not Specified,48,Small Box,Regular Air,9/29/2015,12.39,19.98,20,399.6,0.05,19.98,399.55,5.77,405.32
6077-1,9/27/2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,9,Low,48,Small Box,Regular Air,9/27/2015,12.39,19.98,34,679.32,0.06,40.76,679.26,5.77,685.03
6079-1,9/28/2015,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,1,Not Specified,40,Wrap Bag,Regular Air,9/30/2015,3.75,7.08,37,261.96,0.08,20.96,261.88,2.35,264.23
6081-1,9/29/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Medium,84,Small Box,Express Air,9/30/2015,3.5,5.74,26,149.24,0.03,4.48,149.21,5.01,154.22
6083-1,10/1/2015,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,12,Low,124,Wrap Bag,Regular Air,10/10/2015,1.05,1.95,4,7.8,0.09,0.7,7.71,1.63,9.34
6085-1,10/9/2015,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,1,High,125,Jumbo Drum,Delivery Truck,10/11/2015,315.61,500.97,25,12524.25,0.02,250.49,12524.23,69.3,12593.53
6086-1,10/12/2015,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,3,High,42,Small Box,Regular Air,10/14/2015,1.18,1.88,29,54.52,0.1,5.45,54.42,1.49,55.91
6088-1,10/13/2015,Clytie Kelty,"8 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,13,Low,72,Jumbo Drum,Delivery Truck,10/15/2015,278.99,449.99,47,21149.53,0.02,422.99,21149.51,49,21198.51
6090-1,10/15/2015,Barbara Fisher,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Critical,58,Small Box,Regular Air,10/16/2015,3.4,5.4,8,43.2,0,0,43.2,7.78,50.98
6091-1,10/15/2015,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,3,Low,131,Wrap Bag,Express Air,10/15/2015,1.53,2.47,45,111.15,0.07,7.78,111.08,1.02,112.1
6091-2,10/15/2015,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,3,Low,51,Wrap Bag,Regular Air,10/19/2015,3.48,5.43,11,59.73,0,0,59.73,0.95,60.68
6094-1,10/20/2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,Low,6,Small Box,Regular Air,10/24/2015,1.19,1.98,4,7.92,0.08,0.63,7.84,4.77,12.61
6095-1,10/21/2015,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,Medium,123,Wrap Bag,Express Air,10/23/2015,2.13,3.49,3,10.47,0.01,0.1,10.46,0.76,11.22
6096-1,10/21/2015,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,5,High,42,Small Box,Regular Air,10/23/2015,1.18,1.88,6,11.28,0.07,0.79,11.21,1.49,12.7
6098-1,10/24/2015,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,9,Critical,97,Small Box,Regular Air,10/26/2015,4.53,7.3,34,248.2,0.03,7.45,248.17,7.72,255.89
6099-1,10/24/2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,6,High,47,Small Box,Regular Air,10/26/2015,2.25,3.69,47,173.43,0,0,173.43,2.5,175.93
6100-1,10/28/2015,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,9,Not Specified,63,Medium Box,Regular Air,10/30/2015,7.92,12.99,46,597.54,0.01,5.98,597.53,9.44,606.97
6102-1,10/31/2015,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,3,High,54,Small Box,Regular Air,10/31/2015,178.83,415.88,21,8733.48,0.09,786.01,8733.39,11.37,8744.76
6103-1,10/31/2015,Tamara Manning,"184 King Street,Newtown",Sydney,NSW,Corporate,10,High,45,Small Box,Regular Air,11/1/2015,156.5,300.97,23,6922.31,0.06,415.34,6922.25,7.18,6929.43
6104-1,11/1/2015,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Low,2,Wrap Bag,Regular Air,11/3/2015,2.39,4.26,47,200.22,0.07,14.02,200.15,1.2,201.35
6104-2,11/1/2015,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Low,18,Wrap Bag,Regular Air,11/6/2015,1.3,2.88,17,48.96,0.09,4.41,48.87,1.01,49.88
6108-1,11/6/2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,High,132,Small Box,Express Air,11/6/2015,14.7,29.99,20,599.8,0.04,23.99,599.76,5.5,605.26
6109-1,11/6/2015,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Low,10,Small Box,Regular Air,11/13/2015,54.29,90.48,49,4433.52,0.05,221.68,4433.47,19.99,4453.46
6110-1,11/7/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,8,Critical,33,Wrap Bag,Regular Air,11/8/2015,3.47,6.68,12,80.16,0.06,4.81,80.1,1.5,81.6
6112-1,11/10/2015,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Low,85,Wrap Bag,Regular Air,11/14/2015,0.93,1.48,19,28.12,0,0,28.12,0.7,28.82
6113-1,11/10/2015,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Medium,137,Small Box,Regular Air,11/10/2015,4.03,9.38,24,225.12,0.05,11.26,225.07,7.28,232.35
6114-1,11/11/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,14,High,27,Small Box,Regular Air,11/13/2015,1.59,2.61,40,104.4,0.03,3.13,104.37,0.5,104.87
6116-1,11/12/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Not Specified,119,Small Pack,Regular Air,11/14/2015,4.19,10.23,46,470.58,0.08,37.65,470.5,4.68,475.18
6118-1,11/15/2015,Alan Hwang,"223 Barkly St,St Kilda",Melbourne,VIC,Corporate,9,Low,145,Wrap Bag,Regular Air,11/24/2015,3.95,6.08,41,249.28,0.03,7.48,249.25,1.82,251.07
6119-1,11/16/2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,1,Critical,69,Wrap Bag,Regular Air,11/17/2015,3.88,6.47,22,142.34,0.04,5.69,142.3,1.22,143.52
6121-1,11/17/2015,Beth Fritzler,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,4,Critical,119,Small Pack,Regular Air,11/19/2015,4.19,10.23,16,163.68,0.02,3.27,163.66,4.68,168.34
6123-1,11/17/2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,6,Low,75,Small Box,Regular Air,11/24/2015,4.46,10.89,10,108.9,0.1,10.89,108.8,4.5,113.3
6124-1,11/20/2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Home Office,2,High,77,Small Box,Regular Air,11/22/2015,1.94,3.08,11,33.88,0.09,3.05,33.79,0.99,34.78
6125-1,11/22/2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Medium,80,Wrap Bag,Regular Air,11/23/2015,1.53,2.78,21,58.38,0.06,3.5,58.32,1.34,59.66
6127-1,11/24/2015,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,9,Low,29,Small Box,Regular Air,11/24/2015,39.64,152.48,17,2592.16,0.04,103.69,2592.12,6.5,2598.62
6128-1,11/28/2015,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Small Business,5,Critical,69,Wrap Bag,Regular Air,11/30/2015,3.88,6.47,16,103.52,0.01,1.04,103.51,1.22,104.73
6129-1,11/28/2015,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,3,Critical,114,Wrap Bag,Regular Air,12/1/2015,2.59,3.98,11,43.78,0.07,3.06,43.71,2.97,46.68
6130-1,11/30/2015,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,9,High,14,Small Box,Regular Air,12/1/2015,36.02,58.1,27,1568.7,0.07,109.81,1568.63,1.49,1570.12
6132-1,11/30/2015,Julie Creighton,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,3,Not Specified,68,Wrap Bag,Regular Air,12/1/2015,4.37,9.11,30,273.3,0.03,8.2,273.27,2.25,275.52
6134-1,12/4/2015,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Small Business,4,High,130,Small Box,Regular Air,12/5/2015,1.84,2.88,28,80.64,0.1,8.06,80.54,0.99,81.53
6135-1,12/6/2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,7,Low,80,Wrap Bag,Regular Air,12/8/2015,1.17,2.78,39,108.42,0.05,5.42,108.37,1.2,109.57
6136-1,12/6/2015,Dan Lawera,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,12,Not Specified,42,Small Box,Regular Air,12/7/2015,1.18,1.88,20,37.6,0.07,2.63,37.53,1.49,39.02
6138-1,12/8/2015,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Low,57,Wrap Bag,Regular Air,12/12/2015,1.6,2.62,26,68.12,0.08,5.45,68.04,0.8,68.84
6140-1,12/9/2015,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,High,7,Wrap Bag,Regular Air,12/9/2015,1.09,2.6,14,36.4,0.08,2.91,36.32,2.4,38.72
6141-1,12/9/2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,8,Medium,146,Wrap Bag,Express Air,12/10/2015,0.32,1.68,6,10.08,0.05,0.5,10.03,1.02,11.05
6142-1,12/10/2015,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,Critical,45,Small Box,Express Air,12/12/2015,156.5,300.97,8,2407.76,0.05,120.39,2407.71,7.18,2414.89
6143-1,12/16/2015,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Critical,28,Small Box,Express Air,12/18/2015,6.39,19.98,18,359.64,0.04,14.39,359.6,4,363.6
6143-2,12/16/2015,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Critical,93,Small Box,Regular Air,12/18/2015,14.95,34.76,46,1598.96,0.09,143.91,1598.87,8.22,1607.09
6144-1,12/16/2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Medium,8,Small Box,Regular Air,12/17/2015,99.39,162.93,41,6680.13,0.01,66.8,6680.12,19.99,6700.11
6146-1,12/19/2015,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,9,Not Specified,60,Wrap Bag,Regular Air,12/21/2015,3.32,5.18,25,129.5,0.1,12.95,129.4,2.04,131.44
6148-1,12/19/2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,2,Critical,75,Small Box,Regular Air,12/21/2015,4.46,10.89,30,326.7,0.08,26.14,326.62,4.5,331.12
6150-1,12/22/2015,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,13,Not Specified,38,Small Box,Regular Air,12/24/2015,19.78,45.99,11,505.89,0.07,35.41,505.82,4.99,510.81
6151-1,12/24/2015,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Critical,42,Small Box,Regular Air,12/26/2015,1.18,1.88,39,73.32,0.07,5.13,73.25,1.49,74.74
6152-1,12/25/2015,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,5,Low,113,Large Box,Regular Air,1/1/2016,377.99,599.99,17,10199.83,0.08,815.99,10199.75,24.49,10224.24
6154-1,12/25/2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,1,High,9,Wrap Bag,Regular Air,12/26/2015,1.09,1.68,24,40.32,0.05,2.02,40.27,1,41.27
6155-1,12/28/2015,Gary McGarr,"10 Bligh St,Melbourne",Melbourne,VIC,Home Office,9,High,25,Medium Box,Regular Air,12/29/2015,8.82,20.99,30,629.7,0.03,18.89,629.67,4.81,634.48
6157-1,12/28/2015,Ken Dana,"73 York St,Sydney",Sydney,NSW,Small Business,1,Critical,42,Small Box,Regular Air,12/30/2015,1.18,1.88,1,1.88,0.09,0.17,1.79,1.49,3.28
6158-1,12/28/2015,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,3,Low,99,Small Pack,Express Air,1/4/2016,16.8,40.97,49,2007.53,0.1,200.75,2007.43,8.99,2016.42
6159-1,12/31/2015,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,6,High,97,Small Box,Regular Air,1/1/2016,4.53,7.3,38,277.4,0.05,13.87,277.35,7.72,285.07
6159-2,12/31/2015,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,6,Medium,100,Small Box,Regular Air,1/1/2016,2.29,3.69,41,151.29,0.01,1.51,151.28,0.5,151.78
6159-2,12/31/2015,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,6,High,68,Wrap Bag,Express Air,1/1/2016,4.37,9.11,21,191.31,0.03,5.74,191.28,2.25,193.53
6165-1,1/2/2016,Bart Folk,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Not Specified,132,Small Box,Regular Air,1/3/2016,14.7,29.99,14,419.86,0.04,16.79,419.82,5.5,425.32
6166-1,1/9/2016,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,2,High,33,Wrap Bag,Regular Air,1/11/2016,3.47,6.68,10,66.8,0.08,5.34,66.72,1.5,68.22
6167-1,1/12/2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,10,High,41,Small Box,Regular Air,1/14/2016,13.64,20.98,34,713.32,0.07,49.93,713.25,1.49,714.74
6169-1,1/17/2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,12,Medium,34,Small Pack,Regular Air,1/17/2016,1.87,8.12,36,292.32,0.1,29.23,292.22,2.83,295.05
6170-1,1/17/2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,1,Medium,31,Small Pack,Regular Air,1/19/2016,4.79,11.97,28,335.16,0.03,10.05,335.13,5.81,340.94
6172-1,1/18/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,Not Specified,30,Small Box,Regular Air,1/20/2016,8.31,15.98,4,63.92,0.09,5.75,63.83,6.5,70.33
6174-1,1/19/2016,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,High,75,Small Box,Regular Air,1/19/2016,4.46,10.89,25,272.25,0.03,8.17,272.22,4.5,276.72
6175-1,1/19/2016,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,2,Critical,23,Small Pack,Regular Air,1/19/2016,0.94,2.08,33,68.64,0.05,3.43,68.59,2.56,71.15
6176-1,1/19/2016,Justin MacKendrick,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,1,Critical,45,Small Box,Regular Air,1/19/2016,156.5,300.97,43,12941.71,0.08,1035.34,12941.63,7.18,12948.81
6177-1,1/24/2016,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,14,Critical,89,Small Pack,Regular Air,1/25/2016,5.19,12.98,50,649,0.08,51.92,648.92,3.14,652.06
6179-1,1/26/2016,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,1,High,3,Wrap Bag,Express Air,1/28/2016,2.41,3.71,16,59.36,0.1,5.94,59.26,1.93,61.19
6181-1,1/28/2016,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,7,Medium,29,Small Box,Regular Air,1/29/2016,39.64,152.48,27,4116.96,0.1,411.7,4116.86,6.5,4123.36
6183-1,1/28/2016,Noel Staavos,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,3,Critical,114,Wrap Bag,Regular Air,1/30/2016,2.59,3.98,41,163.18,0.1,16.32,163.08,2.97,166.05
6184-1,1/29/2016,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,10,Not Specified,80,Wrap Bag,Regular Air,1/31/2016,1.53,2.78,38,105.64,0,0,105.64,1.34,106.98
